Datetime,Date,Month_Name,Month_Num,Quarter,Day_Of_Week,Hour,Truck_ID,Truck_Number,Latitude,Longitude,Shipment_Status,On_Time_Label,Is_Delayed,Delay_Reason,Traffic_Condition,Temperature,Humidity,Waiting_Time_Min,Inventory_Level,Demand_Forecast,Inventory_Surplus,Inventory_Status,Utilization_Pct,Transaction_Amount,Purchase_Frequency
2024-01-27 01:05:38,2024-01-27,Jan 2024,2024-01,Q1,Saturday,1,Truck_10,10,71.4327,127.3664,In Transit,Delayed,1,,Heavy,22.1,77.2,16,284,206,78,Surplus,95.8,226,4
2024-01-21 03:11:55,2024-01-21,Jan 2024,2024-01,Q1,Sunday,3,Truck_2,2,-84.0049,111.8327,Delayed,Delayed,1,Mechanical Failure,Heavy,19.2,59.8,23,184,200,-16,Deficit,90.4,126,4
2024-08-03 13:26:27,2024-08-03,Aug 2024,2024-08,Q3,Saturday,13,Truck_5,5,7.0779,-165.136,Delivered,On Time,0,,Clear,20.6,66.1,15,403,263,140,Surplus,77.1,461,4
2024-06-05 18:09:34,2024-06-05,Jun 2024,2024-06,Q2,Wednesday,18,Truck_6,6,-86.0858,117.8697,In Transit,On Time,0,,Detour,22.3,72.3,43,100,101,-1,Deficit,92.8,256,5
2024-10-27 12:09:17,2024-10-27,Oct 2024,2024-10,Q4,Sunday,12,Truck_3,3,59.2432,175.9873,Delayed,Delayed,1,,Heavy,18.9,55.5,57,135,127,8,Surplus,75.3,162,9
2024-10-22 14:28:47,2024-10-22,Oct 2024,2024-10,Q4,Tuesday,14,Truck_1,1,-39.3003,-121.6771,In Transit,Delayed,1,Weather,Heavy,25.0,79.0,51,220,268,-48,Deficit,64.3,481,2
2024-09-03 09:41:58,2024-09-03,Sep 2024,2024-09,Q3,Tuesday,9,Truck_8,8,-83.672,164.2522,In Transit,On Time,0,Weather,Clear,29.8,51.4,24,318,221,97,Surplus,83.8,216,3
2024-01-03 11:20:33,2024-01-03,Jan 2024,2024-01,Q1,Wednesday,11,Truck_7,7,5.9541,-156.4873,Delivered,On Time,0,Weather,Detour,29.2,56.2,15,237,198,39,Surplus,76.3,251,3
2024-06-11 23:38:53,2024-06-11,Jun 2024,2024-06,Q2,Tuesday,23,Truck_2,2,-16.3804,-119.0546,In Transit,Delayed,1,,Heavy,27.2,78.5,22,459,271,188,Surplus,87.3,323,7
2024-01-04 23:32:40,2024-01-04,Jan 2024,2024-01,Q1,Thursday,23,Truck_6,6,-27.4913,-1.8571,In Transit,Delayed,1,Weather,Heavy,21.7,58.9,33,332,131,201,Surplus,90.1,363,6
2024-08-02 06:58:21,2024-08-02,Aug 2024,2024-08,Q3,Friday,6,Truck_8,8,67.7002,43.853,In Transit,On Time,0,Traffic,Detour,28.7,69.5,57,133,261,-128,Deficit,99.9,342,6
2024-08-29 02:07:16,2024-08-29,Aug 2024,2024-08,Q3,Thursday,2,Truck_8,8,30.5045,52.2559,Delayed,Delayed,1,Mechanical Failure,Clear,18.3,75.1,22,499,139,360,Surplus,79.2,251,1
2024-02-22 18:02:00,2024-02-22,Feb 2024,2024-02,Q1,Thursday,18,Truck_10,10,4.8619,61.4224,Delivered,On Time,0,,Detour,25.3,71.2,19,350,209,141,Surplus,67.0,177,1
2024-06-21 20:31:34,2024-06-21,Jun 2024,2024-06,Q2,Friday,20,Truck_7,7,84.0872,85.2383,Delayed,Delayed,1,,Detour,24.1,72.0,26,186,189,-3,Deficit,68.2,131,4
2024-01-27 15:36:15,2024-01-27,Jan 2024,2024-01,Q1,Saturday,15,Truck_8,8,11.5213,-168.4741,Delivered,On Time,0,Mechanical Failure,Detour,23.1,69.3,24,403,104,299,Surplus,69.6,487,10
2024-06-17 12:40:13,2024-06-17,Jun 2024,2024-06,Q2,Monday,12,Truck_6,6,63.7701,163.2651,Delayed,Delayed,1,Weather,Heavy,22.1,68.2,29,193,198,-5,Deficit,69.7,231,3
2024-03-31 14:30:18,2024-03-31,Mar 2024,2024-03,Q1,Sunday,14,Truck_2,2,57.5757,-35.0439,Delivered,Delayed,1,Weather,Heavy,24.0,78.6,24,254,219,35,Surplus,66.6,108,3
2024-03-23 08:10:19,2024-03-23,Mar 2024,2024-03,Q1,Saturday,8,Truck_9,9,-66.6009,-11.7155,Delivered,On Time,0,Mechanical Failure,Clear,26.1,71.0,58,368,259,109,Surplus,86.5,336,2
2024-10-02 15:12:00,2024-10-02,Oct 2024,2024-10,Q4,Wednesday,15,Truck_6,6,18.755,-46.8871,Delayed,Delayed,1,Weather,Detour,28.5,50.7,11,283,200,83,Surplus,88.1,495,10
2024-07-28 18:36:05,2024-07-28,Jul 2024,2024-07,Q3,Sunday,18,Truck_10,10,50.3574,128.5618,Delivered,Delayed,1,Mechanical Failure,Heavy,25.5,67.6,20,164,268,-104,Deficit,60.1,188,7
2024-01-11 15:19:53,2024-01-11,Jan 2024,2024-01,Q1,Thursday,15,Truck_5,5,46.9009,3.749,Delivered,On Time,0,Traffic,Detour,22.1,74.7,31,419,182,237,Surplus,95.9,236,10
2024-12-28 18:53:31,2024-12-28,Dec 2024,2024-12,Q4,Saturday,18,Truck_9,9,17.5319,-65.0765,Delivered,On Time,0,,Clear,25.0,69.4,30,489,128,361,Surplus,66.1,345,8
2024-09-07 12:50:16,2024-09-07,Sep 2024,2024-09,Q3,Saturday,12,Truck_2,2,4.8305,-6.5757,Delayed,Delayed,1,Weather,Clear,20.2,55.0,51,498,247,251,Surplus,97.7,147,8
2024-12-09 11:15:02,2024-12-09,Dec 2024,2024-12,Q4,Monday,11,Truck_10,10,38.8917,-38.8032,Delayed,Delayed,1,Traffic,Detour,21.2,61.8,24,244,238,6,Surplus,70.1,181,2
2024-10-05 18:34:00,2024-10-05,Oct 2024,2024-10,Q4,Saturday,18,Truck_4,4,-20.0482,-83.6915,Delivered,Delayed,1,Mechanical Failure,Heavy,21.5,50.3,32,488,111,377,Surplus,79.1,120,1
2024-04-22 10:55:19,2024-04-22,Apr 2024,2024-04,Q2,Monday,10,Truck_9,9,-83.2534,-166.3309,Delayed,Delayed,1,,Clear,21.2,70.3,10,152,269,-117,Deficit,61.5,467,10
2024-02-27 21:45:48,2024-02-27,Feb 2024,2024-02,Q1,Tuesday,21,Truck_10,10,-4.8643,75.4304,Delayed,Delayed,1,Traffic,Clear,23.2,71.5,23,168,102,66,Surplus,98.8,292,3
2024-05-23 22:03:43,2024-05-23,May 2024,2024-05,Q2,Thursday,22,Truck_5,5,46.7637,-146.4348,Delivered,On Time,0,Mechanical Failure,Clear,23.9,79.2,41,268,146,122,Surplus,69.5,295,9
2024-01-02 22:19:42,2024-01-02,Jan 2024,2024-01,Q1,Tuesday,22,Truck_7,7,-68.3909,-122.557,In Transit,Delayed,1,,Heavy,21.3,76.2,58,341,178,163,Surplus,78.6,429,3
2024-09-29 06:31:55,2024-09-29,Sep 2024,2024-09,Q3,Sunday,6,Truck_7,7,62.3457,-54.2033,Delivered,Delayed,1,Traffic,Heavy,28.9,50.6,58,166,282,-116,Deficit,88.8,197,3
2024-12-18 08:33:58,2024-12-18,Dec 2024,2024-12,Q4,Wednesday,8,Truck_7,7,72.8857,135.9494,Delayed,Delayed,1,,Heavy,21.4,51.2,33,483,165,318,Surplus,67.6,249,2
2024-08-11 10:28:58,2024-08-11,Aug 2024,2024-08,Q3,Sunday,10,Truck_10,10,2.2782,-158.4628,Delivered,Delayed,1,,Heavy,22.3,73.3,19,232,135,97,Surplus,78.6,332,4
2024-03-24 22:56:32,2024-03-24,Mar 2024,2024-03,Q1,Sunday,22,Truck_3,3,11.7686,154.6043,In Transit,On Time,0,Weather,Detour,20.7,62.8,12,392,109,283,Surplus,69.3,417,2
2024-06-02 00:24:04,2024-06-02,Jun 2024,2024-06,Q2,Sunday,0,Truck_8,8,-75.598,11.134,In Transit,Delayed,1,Mechanical Failure,Heavy,24.9,77.8,53,480,181,299,Surplus,69.5,318,3
2024-02-02 03:46:54,2024-02-02,Feb 2024,2024-02,Q1,Friday,3,Truck_3,3,23.2931,106.0267,Delivered,On Time,0,,Detour,28.0,53.4,42,368,205,163,Surplus,77.5,182,5
2024-10-02 12:56:46,2024-10-02,Oct 2024,2024-10,Q4,Wednesday,12,Truck_6,6,-11.3114,-139.811,In Transit,On Time,0,Mechanical Failure,Clear,25.0,62.4,20,373,160,213,Surplus,91.2,125,1
2024-09-25 12:20:07,2024-09-25,Sep 2024,2024-09,Q3,Wednesday,12,Truck_2,2,9.6491,47.3499,Delivered,Delayed,1,,Heavy,22.0,53.3,50,154,231,-77,Deficit,85.0,208,4
2024-02-24 08:11:09,2024-02-24,Feb 2024,2024-02,Q1,Saturday,8,Truck_3,3,10.9354,-27.3551,Delivered,Delayed,1,,Heavy,19.2,55.3,14,184,247,-63,Deficit,86.7,450,3
2024-10-28 10:00:20,2024-10-28,Oct 2024,2024-10,Q4,Monday,10,Truck_9,9,84.9482,59.5314,Delivered,On Time,0,Mechanical Failure,Clear,21.4,61.5,51,204,288,-84,Deficit,68.0,490,5
2024-05-31 23:20:31,2024-05-31,May 2024,2024-05,Q2,Friday,23,Truck_2,2,49.7212,179.2025,Delivered,On Time,0,Traffic,Detour,26.1,65.7,47,227,135,92,Surplus,77.8,247,8
2024-01-22 00:34:19,2024-01-22,Jan 2024,2024-01,Q1,Monday,0,Truck_5,5,-28.8968,-117.9471,In Transit,On Time,0,Mechanical Failure,Clear,28.0,67.7,48,405,213,192,Surplus,78.3,348,3
2024-12-19 11:06:09,2024-12-19,Dec 2024,2024-12,Q4,Thursday,11,Truck_7,7,-55.5154,-163.6943,Delivered,On Time,0,Weather,Detour,27.4,69.0,31,392,133,259,Surplus,98.0,347,9
2024-01-05 22:46:26,2024-01-05,Jan 2024,2024-01,Q1,Friday,22,Truck_3,3,16.7636,29.2783,In Transit,Delayed,1,,Heavy,27.7,75.0,12,429,203,226,Surplus,65.7,446,4
2024-06-26 08:09:13,2024-06-26,Jun 2024,2024-06,Q2,Wednesday,8,Truck_7,7,-76.307,5.0298,Delivered,Delayed,1,Weather,Heavy,25.2,63.9,19,488,184,304,Surplus,100.0,219,4
2024-07-31 02:07:09,2024-07-31,Jul 2024,2024-07,Q3,Wednesday,2,Truck_6,6,-22.4693,149.9634,Delayed,Delayed,1,Weather,Clear,29.8,67.5,41,444,152,292,Surplus,63.3,125,5
2024-11-27 04:21:18,2024-11-27,Nov 2024,2024-11,Q4,Wednesday,4,Truck_1,1,71.8859,93.4464,Delayed,Delayed,1,Weather,Heavy,18.4,68.5,50,420,212,208,Surplus,76.8,340,10
2024-06-06 04:02:08,2024-06-06,Jun 2024,2024-06,Q2,Thursday,4,Truck_1,1,-9.7179,-117.0145,In Transit,On Time,0,Weather,Detour,25.5,73.7,31,391,109,282,Surplus,77.2,472,10
2024-05-16 20:34:06,2024-05-16,May 2024,2024-05,Q2,Thursday,20,Truck_9,9,-12.2288,-74.7801,Delivered,On Time,0,Mechanical Failure,Clear,20.6,50.5,41,212,162,50,Surplus,94.1,498,5
2024-07-14 21:14:08,2024-07-14,Jul 2024,2024-07,Q3,Sunday,21,Truck_4,4,5.4618,-179.8202,Delivered,On Time,0,Traffic,Clear,20.9,77.1,26,157,214,-57,Deficit,91.4,499,4
2024-11-22 11:31:54,2024-11-22,Nov 2024,2024-11,Q4,Friday,11,Truck_8,8,-54.8317,66.4706,Delivered,On Time,0,Mechanical Failure,Detour,26.3,79.4,25,399,256,143,Surplus,95.6,476,4
2024-11-01 21:31:14,2024-11-01,Nov 2024,2024-11,Q4,Friday,21,Truck_2,2,-80.0522,-102.2508,Delivered,On Time,0,,Detour,27.9,53.1,52,103,141,-38,Deficit,97.7,386,1
2024-10-27 15:39:37,2024-10-27,Oct 2024,2024-10,Q4,Sunday,15,Truck_9,9,-13.0527,-122.0924,Delayed,Delayed,1,Mechanical Failure,Detour,22.1,65.0,22,333,176,157,Surplus,83.2,243,5
2024-02-14 12:20:37,2024-02-14,Feb 2024,2024-02,Q1,Wednesday,12,Truck_6,6,6.3666,136.0794,Delivered,On Time,0,,Detour,27.3,70.1,45,234,165,69,Surplus,86.9,416,8
2024-05-02 11:14:44,2024-05-02,May 2024,2024-05,Q2,Thursday,11,Truck_9,9,83.1243,48.4325,Delayed,Delayed,1,Mechanical Failure,Detour,29.0,55.5,52,146,228,-82,Deficit,82.3,414,10
2024-09-02 05:03:25,2024-09-02,Sep 2024,2024-09,Q3,Monday,5,Truck_7,7,51.1898,25.5964,Delayed,Delayed,1,Traffic,Heavy,20.7,60.9,39,109,116,-7,Deficit,75.0,147,9
2024-12-08 04:35:38,2024-12-08,Dec 2024,2024-12,Q4,Sunday,4,Truck_8,8,-76.3987,-68.1922,Delayed,Delayed,1,Traffic,Clear,24.6,73.5,48,357,226,131,Surplus,74.4,266,10
2024-01-23 05:35:54,2024-01-23,Jan 2024,2024-01,Q1,Tuesday,5,Truck_9,9,70.5541,-150.1626,Delivered,On Time,0,,Clear,19.5,63.1,16,356,230,126,Surplus,77.8,118,3
2024-01-25 11:27:54,2024-01-25,Jan 2024,2024-01,Q1,Thursday,11,Truck_2,2,-38.2185,104.1667,Delivered,On Time,0,,Detour,19.4,62.7,19,349,177,172,Surplus,72.3,296,3
2024-11-08 13:31:56,2024-11-08,Nov 2024,2024-11,Q4,Friday,13,Truck_1,1,39.1411,138.1786,Delivered,Delayed,1,,Heavy,27.1,77.5,33,159,200,-41,Deficit,77.9,429,9
2024-05-30 01:04:50,2024-05-30,May 2024,2024-05,Q2,Thursday,1,Truck_4,4,-68.8006,159.004,Delivered,On Time,0,Mechanical Failure,Clear,25.0,60.7,43,148,240,-92,Deficit,64.6,196,4
2024-05-30 11:30:34,2024-05-30,May 2024,2024-05,Q2,Thursday,11,Truck_3,3,51.1598,-170.9311,Delivered,Delayed,1,,Heavy,26.9,65.5,14,354,151,203,Surplus,73.4,245,4
2024-03-02 23:49:21,2024-03-02,Mar 2024,2024-03,Q1,Saturday,23,Truck_8,8,-29.5867,41.0612,Delivered,Delayed,1,Traffic,Heavy,21.5,69.1,49,214,249,-35,Deficit,76.7,417,10
2024-08-29 11:52:35,2024-08-29,Aug 2024,2024-08,Q3,Thursday,11,Truck_8,8,-51.3412,-112.1636,Delayed,Delayed,1,,Clear,21.0,52.8,21,307,107,200,Surplus,82.8,475,4
2024-05-26 01:53:03,2024-05-26,May 2024,2024-05,Q2,Sunday,1,Truck_1,1,-49.5057,174.3533,In Transit,On Time,0,,Clear,24.3,59.4,37,385,148,237,Surplus,88.3,239,3
2024-07-24 01:20:43,2024-07-24,Jul 2024,2024-07,Q3,Wednesday,1,Truck_8,8,0.7577,120.0181,Delayed,Delayed,1,Mechanical Failure,Heavy,24.0,56.1,29,490,134,356,Surplus,81.1,463,6
2024-12-24 10:20:56,2024-12-24,Dec 2024,2024-12,Q4,Tuesday,10,Truck_4,4,-2.2911,64.2731,Delayed,Delayed,1,,Detour,19.4,76.0,36,133,249,-116,Deficit,70.5,182,3
2024-02-11 14:40:04,2024-02-11,Feb 2024,2024-02,Q1,Sunday,14,Truck_2,2,78.4324,125.0181,Delivered,On Time,0,,Detour,24.9,63.2,36,472,271,201,Surplus,78.9,485,9
2024-04-24 00:54:49,2024-04-24,Apr 2024,2024-04,Q2,Wednesday,0,Truck_7,7,-2.8329,-29.9102,In Transit,On Time,0,Mechanical Failure,Detour,28.9,55.5,39,338,143,195,Surplus,88.6,181,2
2024-01-08 10:20:44,2024-01-08,Jan 2024,2024-01,Q1,Monday,10,Truck_2,2,70.0103,-164.1914,Delivered,On Time,0,Traffic,Detour,25.5,55.7,25,172,255,-83,Deficit,65.2,259,1
2024-10-25 03:01:44,2024-10-25,Oct 2024,2024-10,Q4,Friday,3,Truck_2,2,11.4885,-172.569,Delayed,Delayed,1,Weather,Detour,24.8,52.0,31,187,234,-47,Deficit,91.6,231,5
2024-12-12 15:03:51,2024-12-12,Dec 2024,2024-12,Q4,Thursday,15,Truck_8,8,74.5261,123.6828,In Transit,On Time,0,Weather,Detour,23.5,55.1,47,439,196,243,Surplus,75.5,454,3
2024-11-30 09:16:40,2024-11-30,Nov 2024,2024-11,Q4,Saturday,9,Truck_7,7,-12.9509,132.4986,In Transit,On Time,0,Weather,Detour,18.1,76.0,18,159,197,-38,Deficit,94.4,202,2
2024-05-13 09:05:25,2024-05-13,May 2024,2024-05,Q2,Monday,9,Truck_7,7,81.79,-52.7516,Delivered,Delayed,1,Mechanical Failure,Heavy,18.3,57.6,58,362,123,239,Surplus,66.8,437,8
2024-12-16 06:06:57,2024-12-16,Dec 2024,2024-12,Q4,Monday,6,Truck_4,4,47.7175,72.531,Delivered,On Time,0,Traffic,Detour,24.6,53.2,34,163,263,-100,Deficit,72.4,473,9
2024-02-14 07:54:59,2024-02-14,Feb 2024,2024-02,Q1,Wednesday,7,Truck_7,7,-21.5329,-145.2581,Delayed,Delayed,1,,Heavy,19.9,51.9,54,258,271,-13,Deficit,92.7,237,10
2024-06-25 12:15:28,2024-06-25,Jun 2024,2024-06,Q2,Tuesday,12,Truck_9,9,-4.5863,71.7337,Delayed,Delayed,1,Weather,Detour,18.0,63.6,23,319,187,132,Surplus,83.0,473,7
2024-08-14 03:59:00,2024-08-14,Aug 2024,2024-08,Q3,Wednesday,3,Truck_9,9,-26.6775,-77.2847,Delivered,On Time,0,Mechanical Failure,Clear,28.9,60.7,56,247,270,-23,Deficit,61.6,115,10
2024-04-08 19:43:53,2024-04-08,Apr 2024,2024-04,Q2,Monday,19,Truck_8,8,-30.6957,29.255,In Transit,On Time,0,Mechanical Failure,Detour,19.9,67.5,42,134,183,-49,Deficit,77.6,421,5
2024-11-07 14:21:51,2024-11-07,Nov 2024,2024-11,Q4,Thursday,14,Truck_4,4,64.5212,-83.2639,In Transit,On Time,0,Mechanical Failure,Detour,20.9,58.7,35,175,240,-65,Deficit,61.1,274,9
2024-01-12 17:01:33,2024-01-12,Jan 2024,2024-01,Q1,Friday,17,Truck_9,9,68.181,-84.9051,Delayed,Delayed,1,,Clear,24.2,50.2,31,179,255,-76,Deficit,75.8,485,10
2024-05-30 08:29:11,2024-05-30,May 2024,2024-05,Q2,Thursday,8,Truck_10,10,-81.2116,13.9727,Delayed,Delayed,1,Traffic,Clear,27.1,59.8,36,105,290,-185,Deficit,75.7,409,7
2024-05-16 07:34:11,2024-05-16,May 2024,2024-05,Q2,Thursday,7,Truck_2,2,-21.308,-14.9017,In Transit,Delayed,1,Weather,Heavy,23.5,63.9,11,277,234,43,Surplus,67.5,292,8
2024-12-08 12:26:38,2024-12-08,Dec 2024,2024-12,Q4,Sunday,12,Truck_5,5,77.2059,-132.0473,Delayed,Delayed,1,Weather,Detour,26.7,63.8,54,427,101,326,Surplus,86.7,453,6
2024-03-28 08:34:01,2024-03-28,Mar 2024,2024-03,Q1,Thursday,8,Truck_3,3,21.4872,-123.6879,Delayed,Delayed,1,Mechanical Failure,Detour,22.7,63.3,23,348,251,97,Surplus,99.6,134,4
2024-04-16 21:31:53,2024-04-16,Apr 2024,2024-04,Q2,Tuesday,21,Truck_3,3,47.7603,-137.0932,Delayed,Delayed,1,Weather,Detour,23.1,78.1,53,300,280,20,Surplus,73.3,146,4
2024-11-20 14:44:30,2024-11-20,Nov 2024,2024-11,Q4,Wednesday,14,Truck_1,1,-4.7971,56.411,Delivered,Delayed,1,Traffic,Heavy,27.2,69.1,55,457,132,325,Surplus,67.7,319,2
2024-06-20 08:17:55,2024-06-20,Jun 2024,2024-06,Q2,Thursday,8,Truck_1,1,-11.1333,-40.0454,Delayed,Delayed,1,Mechanical Failure,Clear,26.8,53.5,35,316,206,110,Surplus,93.6,402,10
2024-08-11 15:40:34,2024-08-11,Aug 2024,2024-08,Q3,Sunday,15,Truck_9,9,15.5083,115.4388,In Transit,On Time,0,Traffic,Detour,19.2,59.7,56,207,285,-78,Deficit,72.6,484,7
2024-10-30 12:44:31,2024-10-30,Oct 2024,2024-10,Q4,Wednesday,12,Truck_10,10,-70.6858,54.4683,Delivered,Delayed,1,Traffic,Heavy,27.5,55.8,36,333,264,69,Surplus,67.0,141,2
2024-03-22 11:00:20,2024-03-22,Mar 2024,2024-03,Q1,Friday,11,Truck_10,10,-18.4278,101.4997,Delayed,Delayed,1,Traffic,Detour,22.6,57.4,38,327,171,156,Surplus,68.4,432,4
2024-05-12 13:40:05,2024-05-12,May 2024,2024-05,Q2,Sunday,13,Truck_3,3,43.7523,149.8334,In Transit,On Time,0,Traffic,Detour,20.0,69.6,42,197,201,-4,Deficit,87.2,314,3
2024-11-15 08:08:17,2024-11-15,Nov 2024,2024-11,Q4,Friday,8,Truck_7,7,18.5151,24.3559,Delayed,Delayed,1,Mechanical Failure,Detour,23.4,72.8,39,356,282,74,Surplus,99.2,486,9
2024-10-07 06:11:39,2024-10-07,Oct 2024,2024-10,Q4,Monday,6,Truck_9,9,84.6774,61.0153,Delayed,Delayed,1,,Detour,29.2,54.5,50,359,249,110,Surplus,67.4,268,1
2024-09-09 03:30:12,2024-09-09,Sep 2024,2024-09,Q3,Monday,3,Truck_3,3,49.5864,-154.4224,Delivered,On Time,0,Weather,Detour,18.1,55.0,59,377,268,109,Surplus,70.2,476,6
2024-08-21 20:07:08,2024-08-21,Aug 2024,2024-08,Q3,Wednesday,20,Truck_6,6,-51.319,-46.5841,Delayed,Delayed,1,Traffic,Heavy,24.2,59.2,26,228,132,96,Surplus,96.3,321,5
2024-01-17 03:33:56,2024-01-17,Jan 2024,2024-01,Q1,Wednesday,3,Truck_10,10,-12.9902,176.1206,Delivered,Delayed,1,,Heavy,23.4,71.7,12,399,156,243,Surplus,67.6,239,1
2024-12-02 12:07:59,2024-12-02,Dec 2024,2024-12,Q4,Monday,12,Truck_3,3,6.8181,52.3685,In Transit,On Time,0,Weather,Clear,29.8,54.0,33,157,192,-35,Deficit,81.2,151,10
2024-11-18 07:52:13,2024-11-18,Nov 2024,2024-11,Q4,Monday,7,Truck_10,10,-3.038,106.5694,In Transit,On Time,0,Mechanical Failure,Clear,21.2,52.6,48,327,104,223,Surplus,98.6,209,8
2024-04-29 11:54:26,2024-04-29,Apr 2024,2024-04,Q2,Monday,11,Truck_2,2,35.5141,90.8087,Delayed,Delayed,1,,Detour,21.7,73.4,17,215,296,-81,Deficit,70.4,146,9
2024-05-29 06:49:50,2024-05-29,May 2024,2024-05,Q2,Wednesday,6,Truck_9,9,-40.8724,-42.3243,Delayed,Delayed,1,,Clear,20.2,63.7,16,213,136,77,Surplus,68.8,248,10
2024-11-10 05:49:21,2024-11-10,Nov 2024,2024-11,Q4,Sunday,5,Truck_7,7,44.6347,-110.6304,In Transit,On Time,0,Mechanical Failure,Detour,21.4,58.0,47,226,136,90,Surplus,85.7,348,7
2024-11-03 20:21:38,2024-11-03,Nov 2024,2024-11,Q4,Sunday,20,Truck_1,1,76.5468,-13.5249,Delivered,On Time,0,Traffic,Clear,24.2,76.2,24,334,105,229,Surplus,71.5,402,7
2024-09-04 10:45:13,2024-09-04,Sep 2024,2024-09,Q3,Wednesday,10,Truck_2,2,72.8206,90.5169,In Transit,On Time,0,,Detour,25.5,51.7,32,319,254,65,Surplus,69.7,350,2
2024-09-25 21:53:09,2024-09-25,Sep 2024,2024-09,Q3,Wednesday,21,Truck_8,8,81.2554,4.8416,In Transit,Delayed,1,Mechanical Failure,Heavy,20.5,77.4,51,411,244,167,Surplus,76.9,211,5
2024-07-24 06:30:18,2024-07-24,Jul 2024,2024-07,Q3,Wednesday,6,Truck_6,6,74.9107,17.8019,Delayed,Delayed,1,Weather,Clear,28.8,64.9,40,208,185,23,Surplus,64.6,437,6
2024-04-02 13:43:06,2024-04-02,Apr 2024,2024-04,Q2,Tuesday,13,Truck_5,5,20.446,149.3776,Delivered,On Time,0,Mechanical Failure,Clear,22.8,73.6,12,328,162,166,Surplus,93.3,349,9
2024-03-04 06:43:40,2024-03-04,Mar 2024,2024-03,Q1,Monday,6,Truck_3,3,-60.7101,-29.4842,Delayed,Delayed,1,Mechanical Failure,Heavy,22.9,56.6,49,219,300,-81,Deficit,64.4,372,6
2024-12-10 12:39:50,2024-12-10,Dec 2024,2024-12,Q4,Tuesday,12,Truck_8,8,74.2314,-113.7355,In Transit,On Time,0,Weather,Detour,25.7,71.2,21,438,154,284,Surplus,90.4,445,5
2024-01-05 03:23:06,2024-01-05,Jan 2024,2024-01,Q1,Friday,3,Truck_9,9,16.9737,-7.8198,In Transit,On Time,0,,Detour,23.3,70.3,44,145,286,-141,Deficit,93.9,421,2
2024-01-18 17:13:48,2024-01-18,Jan 2024,2024-01,Q1,Thursday,17,Truck_1,1,35.8055,-41.1532,Delivered,On Time,0,Traffic,Clear,22.4,64.2,54,299,125,174,Surplus,88.1,303,1
2024-05-10 06:01:32,2024-05-10,May 2024,2024-05,Q2,Friday,6,Truck_5,5,6.7867,-133.6343,Delivered,On Time,0,Traffic,Clear,18.9,71.7,25,356,228,128,Surplus,66.1,368,1
2024-10-26 05:59:54,2024-10-26,Oct 2024,2024-10,Q4,Saturday,5,Truck_3,3,6.184,36.1898,Delivered,On Time,0,Weather,Detour,22.8,50.6,24,137,226,-89,Deficit,61.3,465,6
2024-04-21 16:13:53,2024-04-21,Apr 2024,2024-04,Q2,Sunday,16,Truck_8,8,-75.0605,-52.5256,Delivered,On Time,0,Weather,Clear,24.3,57.8,56,231,203,28,Surplus,87.2,368,7
2024-09-14 01:51:27,2024-09-14,Sep 2024,2024-09,Q3,Saturday,1,Truck_2,2,-77.891,-96.7804,Delivered,On Time,0,Mechanical Failure,Clear,19.7,66.7,54,336,122,214,Surplus,71.4,163,7
2024-05-12 17:51:01,2024-05-12,May 2024,2024-05,Q2,Sunday,17,Truck_9,9,-47.154,6.9021,In Transit,Delayed,1,Mechanical Failure,Heavy,27.6,71.8,50,290,118,172,Surplus,95.9,460,7
2024-09-03 09:06:58,2024-09-03,Sep 2024,2024-09,Q3,Tuesday,9,Truck_1,1,76.1715,-0.0071,Delayed,Delayed,1,Weather,Heavy,23.2,70.1,17,427,162,265,Surplus,73.0,320,4
2024-05-06 09:16:38,2024-05-06,May 2024,2024-05,Q2,Monday,9,Truck_9,9,-85.8283,163.4575,Delivered,On Time,0,Traffic,Clear,26.4,71.3,41,439,273,166,Surplus,67.4,491,7
2024-01-09 08:52:44,2024-01-09,Jan 2024,2024-01,Q1,Tuesday,8,Truck_7,7,6.009,-33.838,Delivered,Delayed,1,Traffic,Heavy,18.6,74.6,23,461,215,246,Surplus,77.8,185,4
2024-09-06 03:02:40,2024-09-06,Sep 2024,2024-09,Q3,Friday,3,Truck_9,9,3.8184,139.4876,Delivered,Delayed,1,Traffic,Heavy,29.0,70.6,25,414,154,260,Surplus,92.9,291,4
2024-08-05 16:44:46,2024-08-05,Aug 2024,2024-08,Q3,Monday,16,Truck_6,6,66.3417,-154.1243,Delayed,Delayed,1,,Detour,23.8,55.9,16,498,131,367,Surplus,67.2,381,7
2024-08-16 10:45:59,2024-08-16,Aug 2024,2024-08,Q3,Friday,10,Truck_4,4,-61.8623,113.6304,Delivered,On Time,0,,Clear,22.5,57.1,43,334,157,177,Surplus,73.8,381,6
2024-07-12 02:46:57,2024-07-12,Jul 2024,2024-07,Q3,Friday,2,Truck_2,2,44.502,66.5819,Delayed,Delayed,1,Mechanical Failure,Heavy,23.0,70.3,54,144,242,-98,Deficit,84.3,152,1
2024-01-24 08:44:24,2024-01-24,Jan 2024,2024-01,Q1,Wednesday,8,Truck_3,3,-12.2885,38.4287,Delivered,On Time,0,,Clear,28.2,67.2,50,231,270,-39,Deficit,84.8,221,1
2024-01-13 21:47:31,2024-01-13,Jan 2024,2024-01,Q1,Saturday,21,Truck_5,5,-40.8275,-46.7423,Delayed,Delayed,1,Traffic,Clear,25.5,65.2,51,324,145,179,Surplus,90.2,233,9
